"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","NOTES"
"157",10,"Bryce Young",CAR,"QB25","5","Although the Panthers have picked up the fifth-year option on Bryce Young, this still seems like a crossroads season for the former No. 1 overall draft pick. Young has taken small steps forward in his three seasons as the Panthers’ starter, but perhaps not enough to secure his status as Carolina’s long-term starter. He hit career highs last season in passing yards 3,011, TD passes (23) and completion percentage (63.6%), while reaching a career low in sack rate (5.4%). But Young averaged just 188.2 passing yards per game and 6.3 yards per pass attempt last season. It sometimes seemed as if Panthers head coach Dave Canales was trying to hide his quarterback, with Young attempting 25 or fewer passes in half of his 16 starts. Young’s finishes in fantasy points per game (nine games minimum) in his three years with the Panthers: QB29, QB23, QB24. It’s hard to see Young as anything but a backup in superflex leagues or extremely deep 1QB leagues."
"158",10,"Denzel Boston",CLE,"WR59","11","Denzel Boston lands in Cleveland with intriguing draft capital and a skill set that fills a clear need in the Browns offense. The 6-foot-4 receiver brings size, physicality, and contested-catch ability to a WR room lacking true boundary presence. However, Boston faces an uphill battle for immediate fantasy relevance while competing with first-round pick KC Concepcion and tight end Harold Fannin Jr. for targets in an offense with lingering quarterback concerns. His profile suggests more boom-or-bust production early in his career, relying heavily on downfield plays and red-zone opportunities."
"159",10,"Omar Cooper Jr.",NYJ,"WR60","13","2026 first-rounder Omar Cooper Jr. enters a Jets offense that lacks an established No. 2 option, but the rookie’s versatility and run-after-catch ability could help him carve out an immediate role. The former Indiana standout was one of the best YAC receivers in the class and offers inside-outside flexibility that complements Jets WR1 Garrett Wilson well. Opportunity may be limited early with multiple young pass-catchers already in place, but Cooper has a realistic path to earning the No. 2 WR role over time. His fantasy appeal likely hinges more on efficiency and manufactured touches."
"160",10,"Emanuel Wilson",SEA,"RB56","11",""
"161",10,"James Conner",ARI,"RB57","14",""
"162",10,"Houston Texans",HOU,"DST1","8","No. 1-highest scoring projected DST after finishing as the DST2 in 2025. Third-fewest PPG allowed. The Texans have been a top-5 fantasy unit for two straight seasons. They do draw two tougher matchups to start the year, versus Buffalo and Cincinnati."
"163",10,"Dalton Schultz",HOU,"TE20","8","Dalton Schultz had 82 catches for 777 yards and three touchdowns in 2025 to finish TE11 in half-point PPR fantasy scoring. The modest TD total limited his fantasy impact, but Schultz finished tied with Jake Ferguson for third among tight ends in receptions behind only Trey McBride and Kyle Pitts. Schultz finished sixth among TEs in receiving yards. The Texans have an established star at wide receiver with Nico Collins, and Jayden Higgins, Jaylin Noel and (if healthy) Tank Dell round out a pretty good WR corps. With robust target competition, Schultz might be hard-pressed to match the career-high 106 targets he saw last season. And since Houston has one of the best defenses in the league, the Texans aren’t likely to be a pass-heavy team in 2026. It’s best to consider Schultz a midrange TE2 for fantasy, even though he was more than that last season."
"164",10,"Travis Hunter",JAC,"WR61","7","Travis Hunter remains one of fantasy football’s most fascinating wild cards as Jacksonville continues to balance his two-way responsibilities. Early indications suggest the Jaguars want him playing more cornerback in 2026, although that may not necessarily come at the expense of his WR role. Before his injury last season, Hunter was heavily involved as a schemed-touch weapon, leading the Jaguars in catches while flashing explosive upside from the slot. His fantasy value ultimately hinges on offensive snap volume, making him more of a high-upside stash unless injuries or dedicated role expansion push him into a full-time receiving role."
"165",10,"Stefon Diggs",FA,"WR62","-",""
"166",10,"Chig Okonkwo",WAS,"TE21","7","The glass-half-full take on Chig Okonkwo’s 2026 fantasy outlook is that a move from Tennessee to Washington could lead to a career-best fantasy performance. Okonkwo has dealt with some pretty shoddy quarterbacking over his four NFL seasons, and now he’ll be playing with QB Jayden Daniels in a Commanders offense that lacks proven pass-catching talent beyond WR Terry McLaurin. The glass-half-empty take is that if Okonkwo were going to pop as a potentially impactful fantasy TE, we would have seen more signs of an impending breakout by now. Even with the Titans thin on WR talent last season, Okonkwo could muster only a 14.9% target share, and his numbers weren’t substantially better than those of fourth-round rookie TE Gunnar Helm. Okonkwo has had 54, 52 and 56 receptions over the last three years, and he had a career-high 560 receiving yards in 2025, but he’s never scored more than three TDs in a season. Okonkwo is an intriguing sleeper at tight end, but it would be reckless to count on him as a fantasy starter."
"167",10,"Daniel Jones",IND,"QB26","13","Although he tore his Achilles in early December, Daniels Jones says he expects to be 100% ready for Week 1 of 2026. Through the first 10 weeks of the 2025 season, Jones looked like an MVP candidate while guiding the Colts to an 8-2 start. He completed 69.9% of his passes over those first 10 games, averaged 8.3 yards per pass attempt, threw 15 TD passes and seven interceptions, and added five rushing touchdowns. Jones was QB5 in fantasy scoring over that stretch. But then Jones fractured his fibula, costing him some mobility and limiting his effectiveness as a passer, before the late-season Achilles tear. It’s encouraging that Jones is upbeat about his recovery, but mobility is a big part of his game (both in real life and fantasy), and it’s fair to wonder whether Jones will have anything close to his usual mobility. Jones has also been notoriously turnover-prone during his career. Monitor Jones’ recovery closely in the run-up to the 2026 season."
"168",10,"Adonai Mitchell",NYJ,"WR63","13",""
"169",10,"Kayshon Boutte",NE,"WR64","11",""
"170",10,"Denver Broncos",DEN,"DST2","10","The Broncos had one of the softest schedules to start the 2025 season. 2026 is drastically different. In the first six weeks, it’s tough, according to Warren Sharp (although drawing the Chiefs twice early on could be an advantage if Patrick Mahomes is less than 100%). First 8 games: Chiefs, Jaguars, Rams, 49ers, Chargers, Seahawks, Cardinals, and Chiefs. Third-toughest schedule over that stretch. If the Broncos don’t have the same injury luck on defense two years in a row, it’s possible they don’t return elite DST status."
"171",10,"Emmett Johnson",KC,"RB58","5","The Chiefs selected Emmett Johnson in the fifth round of the NFL Draft. He arrives in Kansas City after a final season in college, where he ranked sixth in missed tackles forced and 52nd in yards per route run and elusive rating (per PFF). Johnson has three-down ability in the NFL after lining up in the slot or out wide with 18% of his snaps in 2025. He’s a strong handcuff who should earn the RB2 role for the team behind Kenneth Walker, in short order."
"172",11,"Jalen McMillan",TB,"WR65","10","Jalen McMillan’s 2025 season was essentially wiped out by injury, but the flashes he showed in limited action &mdash; and previously as a rookie &mdash; remain intriguing. The former Washington product continued to post strong efficiency metrics when healthy, highlighted by a huge Week 17 performance and over 2.0 yards per route run in a small sample. The issue has never really been talent; it has been availability. McMillan remains an upside stash in deeper formats, but fantasy managers need to factor in the growing injury concerns entering Year 3."
"173",11,"Deebo Samuel Sr.",FA,"WR66","-",""
"174",11,"Brandon Aiyuk",SF,"WR67","8",""
"175",11,"Seattle Seahawks",SEA,"DST3","11","Seattle took home the crown of the highest-scoring DST in 2025 by allowing the fewest PPG in the NFL (17.2). They will host the Patriots in the season opener, followed by a road game versus the Cardinals. They have been a top-5 fantasy unit in back-to-back seasons under Mike Macdonald. Expect more of the same in 2026."
